commentId,닉네임_ID,종목명,주주_여부,작성일,text,시점관계,예측_방향,예측_날짜,확신도,근거_유형,Class0_사유,Class,dir_realized,date_valid,date_hit,evaluable,R_dir
170836564,1ddccbe782156373,TSLA,True,2025-12-05T12:40:03+09:00,가자!!~테슬라~,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170836050,431a068cb82d096c,TSLA,True,2025-12-05T12:37:58+09:00,오늘 480찍자,예측,상승,2025-12-05,0.6,단순감정,,1,False,True,False,True,-0.68
170835272,c98673b001237928,TSLA,True,2025-12-05T12:34:48+09:00,얘만 잘가 국장은 노답이네 ㅜ,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170835208,866fafaa483accb0,TSLA,False,2025-12-05T12:34:33+09:00,상승추세선 예쁘게 탓네 라고할때 살걸,리액션,없음,,0.0,차트,예측 없는 리액션,0,False,False,False,True,-2.06
170835120,81bde197eb5e3bb8,TSLA,False,2025-12-05T12:34:05+09:00,테슬라 주주님들 축하,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170832316,e8c0e904a65290ee,TSLA,False,2025-12-05T12:22:48+09:00,기모링!,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170832032,b28a8390801ecb69,TSLA,True,2025-12-05T12:21:43+09:00,전기차가아닌 진짜 자동차를 만드는기업 무한투자,리액션,없음,,0.0,기타,예측 없는 리액션,0,False,False,False,True,-2.06
170831002,fc2ab2537176b086,TSLA,True,2025-12-05T12:17:19+09:00,아자 아자아자,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170830484,f90dcfa2c294516c,TSLA,True,2025-12-05T12:15:02+09:00,좋은생각,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170829960,6c4969b893ff9440,TSLA,True,2025-12-05T12:12:49+09:00,삶이 무료하신가요? 테슬라를 시작해 보세요 써스펜서 스펙타클 어드벤처 배신과 반전이 난무하는 미장 최고의 주식 당신의 심장을 튼튼하게 해줄 26년 최고의 기대주 테슬라와 함께 하세요~ 700불~ 커밍쑨~,예측,상승,2026-12-31,0.6,단순감정,,1,False,False,False,True,-2.06
170829878,bd17eff29e350946,TSLA,True,2025-12-05T12:12:29+09:00,줄먹빤~ 30언저리 오면 다시 담는다,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170828926,5ff56eaafe8767fa,TSLA,True,2025-12-05T12:08:09+09:00,이제 쭉 갈데가 된거 같은디...,예측,상승,,0.5,차트,,1,False,False,False,True,-2.06
170828686,a2a37b7340da8a29,TSLA,False,2025-12-05T12:07:10+09:00,하 돈 필요해서 좀 팔앗는데 아쉽다,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170827556,e92c1cfa1c3efdcd,TSLA,True,2025-12-05T12:02:33+09:00,길게보면 어차피 전기차 시대가 되지 않겠어요?,예측,상승,,0.6,뉴스,,1,False,False,False,True,-2.06
170826226,de41897012c41a0b,TSLA,True,2025-12-05T11:57:15+09:00,트황이 로봇 밀어준다 직접 털었다 트황 아직도 3년 남았다.. 끝,리액션,없음,,0.0,뉴스,예측 없는 리액션,0,False,False,False,True,-2.06
170826162,aef8bd21ee338d96,TSLA,False,2025-12-05T11:56:55+09:00,형님들 신규진입 언제쯤이 적당하다 보시나요?,리액션,없음,,0.0,없음,예측 없는 순수 질문,0,False,False,False,True,-2.06
170825902,6d9703e2aaa17a87,TSLA,False,2025-12-05T11:55:55+09:00,연말까지 500달러 갈 수있다고 보시나요들?,예측,상승,2025-12-31,0.3,단순감정,,0,False,True,False,True,-4.75
170825782,808639336af8d36f,TSLA,True,2025-12-05T11:55:32+09:00,지금도 더 사도 될까요? 고민되네요,리액션,없음,,0.0,없음,예측 없는 순수 질문,0,False,False,False,True,-2.06
170825622,11ab0d4da0e536bf,TSLA,True,2025-12-05T11:55:03+09:00,우와 얘는고점에 들어가도 다음날 만원이 올라 있네,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170824418,275034ec804a51f8,TSLA,True,2025-12-05T11:50:38+09:00,처음으로 하는 투자 테슬라 샀어요,리액션,없음,,0.0,없음,예측 없는 리액션,0,False,False,False,True,-2.06
170823450,addc2e52d7db4522,TSLA,True,2025-12-05T11:46:51+09:00,테슬라 가자아아,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170823334,006536354fff4607,TSLA,True,2025-12-05T11:46:29+09:00,테슬라 사랑합니다. 올라라 올라.,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170823284,030e7ae001a72d98,TSLA,False,2025-12-05T11:46:15+09:00,요 타이밍에 테슬라 경차출시해라 ㅋㅋㅋㅋㅋㅋ 진짜 하루에 3번 절할게,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170821792,6f8f358ab032d9db,TSLA,True,2025-12-05T11:40:44+09:00,가자!! 가자!!!!!,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170821414,c5a23f08409348fa,TSLA,True,2025-12-05T11:39:17+09:00,테슬라 가즈아,예측,상승,,0.3,단순감정,,0,False,False,False,True,-2.06
170821298,962d39b89c975889,TSLA,False,2025-12-05T11:38:50+09:00,테슬라는 여자빼고 다 팔기세 고로 모든 기술주 로봇주 테주에서 호재를 다쳐먹는다. 일론형은 혹여나 여자로봇팔아서 엔터까지 씹어먹을수도 있다. 화성가자흑우들아,예측,상승,,0.6,뉴스,,1,False,False,False,True,-2.06
170820986,197dd96333478d9e,TSLA,True,2025-12-05T11:37:31+09:00,"기자: 트황상 자동차 규제에 대해 말씀해 주세요. 소형 자동차 생산을 허용할 계획이신가요? 트황상: 네. 우리는 더 작고 컴팩트한 자동차를 만들 수 있게 할 겁니다. 안전 기준을 유지하면서도, 미국에서 이런 차들을 생산할 수 있도록 규제를 완화할 거예요. 사람들이 원하는 작은 차들 – 예를 들어, 도시에서 쓰기 좋은 그런 차들 말입니다. 우리는 이미 많은 제조업체와 논의 중이고, 이게 미국 경제에 큰 도움이 될 겁니다. 더 저렴하고 효율적인 차들이 시장에 나올 테니까요. 테슬라 Cybercab 프로젝트에 불리시🔥",예측,상승,,0.65,뉴스,,1,False,False,False,True,-2.06
170820340,3d54a1647247a96f,TSLA,True,2025-12-05T11:34:51+09:00,언제쯤 100만원 가나~,예측,상승,,0.3,단순감정,,0,False,False,False,True,-2.06
170819914,59ba704d5c725688,TSLA,False,2025-12-05T11:33:08+09:00,테슬라 오늘 5%오르고 전고 뚫습니다. 꿈에서 나왔네요.,예측,상승,2025-12-05,0.6,차트,,1,False,True,False,True,-0.68
170819774,2c2d6c568ed2dce6,TSLA,True,2025-12-05T11:32:25+09:00,가자 테슬라,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170819084,942efdb53357e3d2,TSLA,True,2025-12-05T11:29:23+09:00,"""100만원""",리액션,없음,,0.0,없음,예측 없는 리액션,0,False,False,False,True,-2.06
170819046,2680842797ccf874,TSLA,True,2025-12-05T11:29:16+09:00,하이 ! 테슬라. 4년전 팔지만 않았어도. ㅠㅠ,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170818252,a5ea02560c03c479,TSLA,False,2025-12-05T11:26:18+09:00,잘은 올라요 하지만 꾸준히 한번 알아가려합니다 주식이란걸 처음접하는거라 다른분들의 의견을 참조해가며 차분히 알아가면 좋은 결과 기나징,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170817908,c7b269ab4a858f69,TSLA,True,2025-12-05T11:25:06+09:00,요즘 형 폼 좋아! 이대로만 쭉 가죠! 이상한 트위터질 그만하고,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170817756,b536e73d7f04b9f5,TSLA,True,2025-12-05T11:24:43+09:00,안녕하세용 주린입니다 지금 평단 420불인데 괜찮을까요 0.05주 있어욯ㅎ…,리액션,없음,,0.0,단순감정,예측 없는 순수 질문,0,False,False,False,True,-2.06
170817320,983a12cee68ee614,TSLA,True,2025-12-05T11:23:12+09:00,그냥 존버 뉴스에 올라서 큰일 났어 라고 나올때 까지,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170815590,8045c2d86d92ffcc,TSLA,True,2025-12-05T11:17:03+09:00,주린이 무서웡 ... 빠질래 혹시 판매는 이따 오후 10시에 할수있나요 ? ?,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170815014,7eb5e5d8eadf0835,TSLA,True,2025-12-05T11:15:13+09:00,빳대리차 겨울이군,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170814734,71eb816f120458dd,TSLA,True,2025-12-05T11:14:14+09:00,깔끔하게 수익률 50퍼 기분 좋네 500퍼까지 홀딩 가즈아~!,예측,상승,,0.6,단순감정,,1,False,False,False,True,-2.06
170814230,195e09fd6a2633ee,TSLA,True,2025-12-05T11:12:38+09:00,로보택시는 미래다 근데 머스크 인젠티브는 헐리우드 액션일 듯,리액션,없음,,0.0,뉴스,예측 없는 리액션,0,False,False,False,True,-2.06
170813050,59dd023100368c5e,TSLA,False,2025-12-05T11:08:43+09:00,올라가려나,예측,상승,,0.3,단순감정,,0,False,False,False,True,-2.06
170812936,edd2f9db2a196c6d,TSLA,True,2025-12-05T11:08:22+09:00,테슬라 올라랑..,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170811914,dca020e93029ee2b,TSLA,False,2025-12-05T11:05:10+09:00,궁금증생겼는데 테슬라 후진도 지 스스로 하나요?,리액션,없음,,0.0,없음,종목과 무관한 잡담,0,False,False,False,True,-2.06
170811448,a536a60644c0d3f3,TSLA,False,2025-12-05T11:03:55+09:00,테슬라화이팅,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170811222,9f4979908300a901,TSLA,True,2025-12-05T11:03:17+09:00,나 너가 참 좋아❤️,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170809022,0e3f9806cbcbfdd3,TSLA,False,2025-12-05T10:56:03+09:00,일론마스크 일론아 가자!!,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170808862,d655658169b00c06,TSLA,True,2025-12-05T10:55:30+09:00,월ㅇ뤙퀑컨컹컹월웅ㅇ워엉ㄹ월!! 킁킁 월우걸월우러컹컹컹!!!,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170808646,9d86c8e7d8d09918,TSLA,True,2025-12-05T10:54:47+09:00,아자 테슬라 묻지말고 가자,예측,상승,,0.6,단순감정,,1,False,False,False,True,-2.06
170808264,3bc0411394dfb868,TSLA,True,2025-12-05T10:53:37+09:00,언제쯤 오르나 햇는데 갑자기 오르네,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170807834,a233022bb15fb995,TSLA,False,2025-12-05T10:52:13+09:00,이 가격이면 충분히 비싸다 욕심 부리지말고 익절하시길 충고드립니다,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170807684,d5b8fc53184c4df3,TSLA,True,2025-12-05T10:51:45+09:00,테맨. 그저 모읍니다.,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170807486,85cd412cac72e487,TSLA,True,2025-12-05T10:51:01+09:00,고수님들 다들 몇 달러에 수익실현 하시나요?,리액션,없음,,0.0,없음,예측 없는 순수 질문,0,False,False,False,True,-2.06
170807368,ac1df1ba000b86fa,TSLA,True,2025-12-05T10:50:39+09:00,가즈아 테슬라 화이팅,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170805842,3c227b4d47cfbecb,TSLA,False,2025-12-05T10:45:18+09:00,로보택시 파이폰,리액션,없음,,0.0,뉴스,예측 없는 리액션,0,False,False,False,True,-2.06
170805068,f23e4a4cf87025ea,TSLA,True,2025-12-05T10:42:38+09:00,🥂 로봇 분야 올라가는데 왜 안사? 이미 샀는데? 테-슬-라 아니야? 아님말고 ㅋ,리액션,없음,,0.0,뉴스,예측 없는 리액션,0,False,False,False,True,-2.06
170804302,482a9d48524fb96e,TSLA,True,2025-12-05T10:40:02+09:00,원화채굴 열심히 하고 있을테니 미화채굴 열심히 해주렴,리액션,없음,,0.0,없음,종목과 무관한 잡담,0,False,False,False,True,-2.06
170803934,cf0e40117b7455d3,TSLA,True,2025-12-05T10:38:53+09:00,"간밤, 뉴욕은 다우 -0.07% 나스닥 +0.22% 에센피 +0.11% 반도체 -0.89% 다우운송 +0.21% 나스닥100 -0.10% 헐...깜짝 놀람...다 쳐오른 줄...ㅎㅎ 관망...? 혼조 마감이었네...요...",리액션,없음,,0.0,뉴스,예측 없는 리액션,0,False,False,False,True,-2.06
170803790,ecb1e9c6e82e123c,TSLA,True,2025-12-05T10:38:24+09:00,계속 갈듯,예측,상승,,0.5,단순감정,,1,False,False,False,True,-2.06
170802638,bf3778843739cc38,TSLA,True,2025-12-05T10:34:53+09:00,지금 사지말고 쌀때좀 사라고,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170802432,744fd3b451316392,TSLA,True,2025-12-05T10:34:13+09:00,요즘은 현댜차가 잘나가나보네요 현대차 떡상이고 테슬라는 미비하네요 ㅎㅎ,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170801532,61cf9a28244bce68,TSLA,True,2025-12-05T10:31:45+09:00,불금입니다 모두 성투하시길~~~,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170801246,cb4b5d6709e61b41,TSLA,True,2025-12-05T10:30:58+09:00,뭐라고??? 아직도 테슬라를 안 샀다고?? 개나이스 ㅋㅋㅋㅋㅋㅋㅋ 나만 벌거야ㅋㅋㅋㅋㅋㅋㅋㅋ김치 묻기전에 위로 쏘자,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170799388,ac97296a78efe366,TSLA,False,2025-12-05T10:26:05+09:00,현재 주가는?🪬,리액션,없음,,0.0,없음,예측 없는 순수 질문,0,False,False,False,True,-2.06
170799030,9db592fcd4f1e6cf,TSLA,True,2025-12-05T10:25:06+09:00,어이 테슬라 널 죽이겠다,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170798436,b75c7876c4ceb016,TSLA,True,2025-12-05T10:23:31+09:00,비싸다고 생각말고 꾸준히 조금씩 모아가요,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170798366,37b83a61b83aceaf,TSLA,False,2025-12-05T10:23:22+09:00,내가팔면 오르네 내가 팔면 오른다고!,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170797024,c6d00b333fb8704c,TSLA,True,2025-12-05T10:19:25+09:00,액면분할전에 비싼거아닌가요? 라고생각한사람인데 비싸서못사겠요했던사람으로써 지금이 젤싼가격이라고 말하고싶네요 뭐 도대체 언제살건데요? 분할매수로 점점 모아가세요 로봇 1등 종목인데도 비싸다고 안산다고? 내친구가 그래사라했는데 안사고 그때 피눈물흘렸죠,예측,상승,,0.7,뉴스,,1,False,False,False,True,-2.06
170794880,90e579c3499addd3,TSLA,True,2025-12-05T10:13:47+09:00,"걍 좋은회사다 싶으면 사서 냅두면 됩니다 전기차 실물 AI 자율주행 로봇 ESS 우주 공학, 거를 타선이 없다 아입니까 AI시대에 직장 대부분이 사라지네 조만간 로봇이 노동시대를 끝내네 어쩌네 산업혁명 이후에 새로운 대격변의 시대가 꿈틀대는데 아니 우리도 미래로 가는 티켓하나정도는 손에 쥐고있어야 그 큰흐름에 올라타지 않겠습니까",예측,상승,,0.6,뉴스,,1,False,False,False,True,-2.06
170794400,79fc9756483a3333,TSLA,True,2025-12-05T10:12:24+09:00,가보자고!,예측,상승,,0.6,단순감정,,1,False,False,False,True,-2.06
170794302,dbb04da0d0c2765c,TSLA,True,2025-12-05T10:12:13+09:00,지금 주린이인데 지금 들어가도 되나요? 아니면 저점 좀 떨어질때 들어가야하나요,리액션,없음,,0.0,없음,예측 없는 순수 질문,0,False,False,False,True,-2.06
170792718,b8adb4fefb48cb22,TSLA,True,2025-12-05T10:08:12+09:00,테슬라도 오르고 현대차도 오르고,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170792220,fffc91703d805e94,TSLA,True,2025-12-05T10:07:04+09:00,인구신 신탁떳네...,리액션,없음,,0.0,뉴스,예측 없는 리액션,0,False,False,False,True,-2.06
170792048,25d7ed1c37f42c85,TSLA,True,2025-12-05T10:06:40+09:00,원화로 70만원이 보이네 ㄷㄷㄷ,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170791830,d21451a7650126f8,TSLA,True,2025-12-05T10:06:10+09:00,현재 테슬라 주가는?,리액션,없음,,0.0,없음,예측 없는 순수 질문,0,False,False,False,True,-2.06
170791656,d53314ab59396c5c,TSLA,True,2025-12-05T10:05:43+09:00,갓슬라 미쳐따,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170791514,259bf725d507048e,TSLA,True,2025-12-05T10:05:21+09:00,너무많이오르는거같지않나요...?,리액션,없음,,0.0,단순감정,예측 없는 순수 질문,0,False,False,False,True,-2.06
170791024,adaa085e22233b34,TSLA,False,2025-12-05T10:04:05+09:00,테슬라 차 사고 싶네,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170790716,eda0e5a1d70677ef,TSLA,False,2025-12-05T10:03:15+09:00,자율주행때문에 뜨겁긴한데 너무 높지 않나요?,리액션,없음,,0.0,단순감정,예측 없는 순수 질문,0,False,False,False,True,-2.06
170790626,9240dcfb6e087bab,TSLA,True,2025-12-05T10:03:01+09:00,전고 뚫나 최고점 ㄱ?,리액션,없음,,0.0,차트,예측 없는 순수 질문,0,False,False,False,True,-2.06
170790468,af1d5b8e3fa32d3b,TSLA,True,2025-12-05T10:02:38+09:00,아직 더 간다,예측,상승,,0.6,단순감정,,1,False,False,False,True,-2.06
170789756,21959c51f15b758a,TSLA,True,2025-12-05T10:00:49+09:00,전군매도하지말고 매수해라 !!,예측,상승,,0.6,단순감정,,1,False,False,False,True,-2.06
170785764,793a0e4018cfd65e,TSLA,True,2025-12-05T09:50:46+09:00,이정도면 산타렐리지..,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170784704,6c4969b893ff9440,TSLA,True,2025-12-05T09:48:12+09:00,또 폭락이라고 많이 출동하겠는데? 0.1%만 떨어져도 난리 나잖아요 후덜덜 ~,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170781348,8b45cfb4455c9625,TSLA,True,2025-12-05T09:39:19+09:00,냠냠 모누성투하세요!!#,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170780600,340c49eca743f76f,TSLA,False,2025-12-05T09:37:22+09:00,바닥잘다지고 올라가자잇,예측,상승,,0.6,차트,,1,False,False,False,True,-2.06
170777468,32d6604083dd8795,TSLA,False,2025-12-05T09:29:09+09:00,테슬라 화이팅,리액션,없음,,0.0,단순감정,단순 감정·노이즈,0,False,False,False,True,-2.06
170775116,8b94f00b2933e7ea,TSLA,False,2025-12-05T09:23:11+09:00,"2026년 1,000달러 찍는다. 미리 이야기해줬다. 무조건 쓸어담어라. 천달러 이유? : 내년 6월말 옵티머스 대량양산 스타트 2026년 1월 전세계 옵티머스 공급망 확정",예측,상승,2026-12-31,0.95,뉴스,,1,False,False,False,True,-2.06
170774918,ec67292c6fe2f188,TSLA,True,2025-12-05T09:22:48+09:00,테슬라 올라라 해외주식은 오래 하진 않았지만 올라가길 바래 봅니다,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170774636,ae408363faf9a8c7,TSLA,True,2025-12-05T09:22:07+09:00,테슬라 고고,예측,상승,,0.6,단순감정,,1,False,False,False,True,-2.06
170769774,69b583342a86d19f,TSLA,True,2025-12-05T09:11:36+09:00,소액투자 모으는 재미가 있어요,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170769158,36380286f2e4d773,TSLA,True,2025-12-05T09:10:11+09:00,테슬라 안전한 투자일것같아서 선택함,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170766402,d31cc76658de717c,TSLA,True,2025-12-05T09:03:48+09:00,고래가 1월 16일 만기 550불 콜옵션 1600만 달러 매수,예측,상승,2026-01-16,0.7,기타,,1,False,True,False,True,-1.14
170766210,d7980cbb989e77a6,TSLA,True,2025-12-05T09:03:20+09:00,테슬라.~☆ 세상을 바꾸는 테슬라 기대가 큽니다.~☆,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170766098,aac40fed30616215,TSLA,True,2025-12-05T09:03:06+09:00,함 가자~~,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170763500,bf49c4f48e5b5629,TSLA,True,2025-12-05T08:52:28+09:00,작년12월도 이랬지 올해는 끝까지가자,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170763198,d21451a7650126f8,TSLA,True,2025-12-05T08:51:08+09:00,"해외주식 5년차에 전재산 -60~70프로로 박살난 후에 복구하고 2배 정도 불리고, 드디어 저만의 기준이 생긴거 같은데 이정도면 중수 맞나요? 아 이 들뜬 기분 내 경험상 단기 고점인데... 이번에도 맞나? 제 감정 지표는 단기 고점이네요",리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170761690,82407e442287586c,TSLA,True,2025-12-05T08:43:26+09:00,예약 매도 소소익절! 즐거운 금요일~ 모두 성투하세요^^,리액션,없음,,0.0,단순감정,예측 없는 리액션,0,False,False,False,True,-2.06
170761364,d21451a7650126f8,TSLA,True,2025-12-05T08:41:44+09:00,나 주식 잘하나? 이런 생각 드는데 고점인가요? 다음 조정땐 좀 더 야무지게 발라먹어야지~!,리액션,없음,,0.0,단순감정,예측 없는 순수 질문,0,False,False,False,True,-2.06
170758654,4538e69a30988066,TSLA,True,2025-12-05T08:27:32+09:00,추세전환 성공 자고일어나니 450 뚫었네요 전고점까지 HOLD,리액션,없음,,0.0,차트,예측 없는 리액션,0,False,False,False,True,-2.06
