commentId,시점관계,예측_방향,예측_날짜,확신도,근거_유형,Class0_사유,_error
216367672,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216390684,리액션,없음,,0.0,뉴스,예측 없는 리액션,
216421228,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216428894,예측,하락,,0.6,차트,,
216389292,예측,하락,2026-03-28,0.7,기타,,
216359556,예측,상승,2026-03-28,0.3,차트,,
216374720,리액션,없음,,0.0,뉴스,예측 없는 리액션,
216502932,예측,상승,,0.7,단순감정,,
216513278,예측,상승,2026-12-31,0.6,단순감정,,
216355326,예측,하락,,0.7,단순감정,,
216359182,리액션,없음,,0.0,차트,예측 없는 리액션,
216260582,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
216287200,리액션,없음,,0.0,뉴스,예측 없는 리액션,
216212198,리액션,없음,,0.0,없음,예측 없는 순수 질문,
216246592,예측,하락,,0.7,차트,,
216301464,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216231440,예측,상승,,0.7,단순감정,,
216211754,예측,하락,2027-03-27,0.9,단순감정,,
216183580,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216252752,예측,상승,2026-12-31,0.85,단순감정,,
216261748,리액션,없음,,0.0,뉴스,예측 없는 리액션,
216244968,리액션,없음,,0.0,뉴스,예측 없는 리액션,
216199224,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216236110,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
216146108,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
216135882,예측,상승,,0.6,단순감정,,
216199974,예측,하락,,0.6,차트,,
216290382,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216213542,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216154510,예측,하락,2026-03-27,0.75,단순감정,,
216301842,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216309084,예측,상승,,0.6,단순감정,,
216209422,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
216111680,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
215509908,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
215937712,예측,상승,2026-03-27,0.5,뉴스,,
215598404,리액션,없음,,0.0,실적,예측 없는 리액션,
216012106,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216111478,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215601002,리액션,없음,,0.0,뉴스,예측 없는 리액션,
215662128,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215595612,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215599226,리액션,없음,,0.0,뉴스,예측 없는 리액션,
215596432,예측,상승,,0.5,차트,,
215489408,리액션,없음,,0.0,단순감정,예측 없는 리액션,
216095992,예측,상승,,0.7,단순감정,,
215920078,예측,상승,2026-03-29,0.6,뉴스,,
215569480,예측,상승,,0.6,기타,,
215478636,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
215705534,예측,상승,,0.6,기타,,
215444660,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215719262,리액션,없음,,0.0,없음,종목과 무관한 잡담,
215714276,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215766436,리액션,없음,,0.0,뉴스,예측 없는 리액션,
215951762,리액션,없음,,0.0,뉴스,예측 없는 리액션,
215610234,리액션,없음,,0.0,차트,예측 없는 리액션,
215396582,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215541198,예측,상승,2026-03-27,0.6,차트,,
214887582,예측,하락,,0.4,차트,,
215375954,리액션,없음,,0.0,기타,예측 없는 리액션,
215395374,예측,상승,,0.7,단순감정,,
214837448,리액션,없음,,0.0,뉴스,예측 없는 리액션,
215365968,리액션,없음,,0.0,기타,예측 없는 리액션,
214805496,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
215356366,예측,하락,,0.6,차트,,
214872460,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214957354,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214829458,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215299926,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215253728,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215308842,예측,상승,,0.7,단순감정,,
214816030,리액션,없음,,0.0,뉴스,예측 없는 리액션,
214780560,리액션,없음,,0.0,단순감정,예측 없는 리액션,
215251954,예측,상승,,0.6,뉴스,,
215085600,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
215299604,리액션,없음,,0.0,기타,예측 없는 리액션,
214786088,예측,상승,,0.6,차트,,
214948102,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
214712880,예측,상승,,0.6,차트,,
214843912,리액션,없음,,0.0,없음,예측 없는 순수 질문,
214977992,리액션,없음,,0.0,뉴스,종목과 무관한 잡담,
214723376,리액션,없음,,0.0,차트,예측 없는 리액션,
214733052,리액션,없음,,0.0,기타,예측 없는 리액션,
214751804,예측,상승,2026-03-25,0.6,단순감정,,
214693252,리액션,없음,,0.0,뉴스,예측 없는 리액션,
214732560,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
214668896,예측,상승,,0.85,뉴스,,
214656478,리액션,없음,,0.0,없음,예측 없는 리액션,
214690118,예측,상승,,0.7,차트,,
214667344,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214673386,예측,상승,,0.7,단순감정,,
214681990,리액션,없음,,0.0,뉴스,예측 없는 리액션,
214681740,예측,상승,2026-03-25,0.7,차트,,
214666368,예측,하락,2026-03-25,0.7,차트,,
214710148,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214647262,예측,상승,,0.6,차트,,
214644660,예측,하락,2026-03-25,0.5,단순감정,,
214645350,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
214658766,예측,상승,,0.6,단순감정,,
214261474,리액션,없음,,0.0,없음,예측 없는 순수 질문,
214533182,예측,상승,,0.7,단순감정,,
214328274,예측,하락,,0.7,차트,,
214451516,예측,하락,,0.9,차트,,
214293242,리액션,없음,,0.0,뉴스,예측 없는 리액션,
214320810,예측,상승,,0.7,뉴스,,
214246012,리액션,없음,,0.0,차트,예측 없는 리액션,
214452822,예측,하락,,0.85,차트,,
214325704,리액션,없음,,0.0,없음,예측 없는 순수 질문,
214246216,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214460028,예측,하락,,0.9,단순감정,,
214259154,리액션,없음,,0.0,없음,종목과 무관한 잡담,
214111888,예측,상승,,0.5,기타,,
214109518,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214108616,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214088316,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
214086260,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
214231658,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214092834,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214175330,예측,상승,,0.6,차트,,
214148986,리액션,없음,,0.0,뉴스,예측 없는 리액션,
214171034,예측,하락,,0.6,단순감정,,
214175192,리액션,없음,,0.0,없음,종목과 무관한 잡담,
214076754,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214079060,리액션,없음,,0.0,기타,예측 없는 리액션,
214050682,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214064878,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214043756,리액션,없음,,0.0,뉴스,예측 없는 리액션,
214005440,리액션,없음,,0.0,기타,예측 없는 리액션,
213952600,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213997326,리액션,없음,,0.0,단순감정,예측 없는 리액션,
214075512,예측,하락,,0.6,단순감정,,
214077736,예측,상승,2026-03-26,0.6,차트,,
214077376,예측,하락,2026-03-24,0.7,차트,,
214070940,예측,상승,2026-12-31,0.85,뉴스,,
214050540,리액션,없음,,0.0,뉴스,예측 없는 리액션,
213594168,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213895058,리액션,없음,,0.0,없음,예측 없는 리액션,
213637694,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213617070,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213855640,예측,상승,,0.7,단순감정,,
213552142,예측,상승,,0.6,단순감정,,
213664410,예측,하락,2026-03-25,0.6,단순감정,,
213935122,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213650614,리액션,없음,,0.0,뉴스,예측 없는 리액션,
213581442,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213622350,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213514170,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213551166,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213525324,예측,상승,,0.3,차트,,
213537462,예측,상승,,0.6,차트,,
213537718,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213523370,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213505040,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213488156,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213487840,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213537370,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213504508,예측,없음,,0.6,뉴스,,
213539818,예측,상승,2026-03-24,0.6,단순감정,,
213526098,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213484078,예측,상승,,0.6,차트,,
213437428,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213484512,리액션,없음,,0.0,뉴스,예측 없는 리액션,
213437922,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213481134,예측,상승,,0.6,단순감정,,
213399972,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213468912,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213484528,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213422670,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213417780,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213399040,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213391478,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213375232,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213307848,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213359230,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213334724,리액션,없음,,0.0,기타,예측 없는 리액션,
213370186,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213338962,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213353900,예측,상승,,0.6,기타,,
213319280,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213375514,예측,상승,,0.6,단순감정,,
213332450,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213233650,예측,하락,,0.6,차트,,
213294742,리액션,없음,,0.0,단순감정,예측 없는 순수 질문,
213240014,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213285276,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213241040,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213357866,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213305614,예측,하락,2026-03-23,0.7,단순감정,,
213218492,리액션,없음,,0.0,실적,예측 없는 리액션,
213206888,예측,상승,,0.7,차트,,
213205778,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213180896,리액션,없음,,0.0,차트,예측 없는 리액션,
213204740,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213195900,리액션,없음,,0.0,실적,예측 없는 리액션,
213086326,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213195600,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213043814,예측,상승,,0.6,차트,,
213046534,예측,상승,,0.6,단순감정,,
213201780,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213093434,예측,하락,,0.6,뉴스,,
213180088,리액션,없음,,0.0,뉴스,예측 없는 리액션,
213179682,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213210260,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213135236,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213214604,예측,상승,,0.6,단순감정,,
213080974,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213232828,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213197578,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213192532,리액션,없음,,0.0,차트,예측 없는 리액션,
213113940,예측,상승,,0.6,차트,,
213063676,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212950530,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
213041906,리액션,없음,,0.0,단순감정,예측 없는 리액션,
213038764,리액션,없음,,0.0,차트,예측 없는 리액션,
212977718,예측,상승,,0.75,뉴스,,
212923896,예측,상승,,0.7,단순감정,,
213010922,예측,하락,,0.7,단순감정,,
212795206,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212824994,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212842862,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212913340,예측,상승,,0.75,뉴스,,
212916286,리액션,없음,,0.0,뉴스,종목과 무관한 잡담,
212901888,예측,상승,,0.75,뉴스,,
212818610,예측,상승,2028-12-31,0.7,실적,,
212813354,예측,상승,,0.5,뉴스,,
212848616,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212892388,예측,상승,,0.75,뉴스,,
212812152,예측,상승,,0.7,뉴스,,
212896168,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212897552,예측,상승,,0.6,단순감정,,
212852576,예측,상승,,0.7,단순감정,,
212794096,리액션,없음,,0.0,차트,예측 없는 리액션,
212794648,예측,하락,,0.5,차트,,
212857856,예측,상승,,0.7,뉴스,,
212905834,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212792130,리액션,없음,,0.0,차트,예측 없는 순수 질문,
212788956,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212752372,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212802246,예측,하락,2026-03-23,0.4,기타,,
212755792,리액션,없음,,0.0,차트,예측 없는 리액션,
212664252,예측,하락,,0.6,기타,,
212655578,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212669362,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212655672,예측,하락,2026-04-01,0.85,뉴스,,
212750008,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212698058,예측,하락,,0.5,차트,,
212681344,예측,하락,2026-04-20,0.5,기타,,
212651146,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212695012,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212659276,예측,하락,,0.65,차트,,
212639500,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212659438,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212662732,리액션,없음,,0.0,차트,예측 없는 리액션,
212650072,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212659014,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212661832,예측,하락,,0.85,차트,,
212647206,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212647278,예측,하락,,0.7,단순감정,,
212641198,리액션,없음,,0.0,차트,예측 없는 리액션,
212644608,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212637702,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212637662,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212646432,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212641712,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212638578,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212627014,예측,상승,,0.6,차트,,
212569974,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212542828,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212565730,리액션,없음,,0.0,차트,예측 없는 리액션,
212637116,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212582450,리액션,없음,,0.0,실적,예측 없는 리액션,
212583390,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212637144,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212636704,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212565038,예측,하락,,0.6,차트,,
212552046,리액션,없음,,0.0,없음,종목과 무관한 잡담,
212543028,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212542886,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212542206,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212628326,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212442558,예측,상승,,0.7,단순감정,,
212452420,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212532222,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212532078,예측,상승,2026-04-10,0.85,뉴스,,
212540528,예측,하락,2026-03-20,0.85,단순감정,,
212459386,예측,하락,,0.5,단순감정,,
212483302,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212379048,예측,상승,,0.3,뉴스,,
212538852,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212350974,예측,하락,,0.6,단순감정,,
212107262,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212123664,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212140852,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212136458,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212110662,예측,상승,2026-04-30,0.55,뉴스,,
212098646,리액션,없음,,0.0,단순감정,예측 없는 순수 질문,
212100042,리액션,없음,,0.0,차트,예측 없는 리액션,
212130040,예측,하락,2026-03-20,0.5,차트,,
212039750,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212096274,리액션,없음,,0.0,실적,예측 없는 리액션,
212040078,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212119184,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212030614,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212012864,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212118898,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212110434,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212026972,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212035904,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212121632,리액션,없음,,0.0,차트,예측 없는 리액션,
212084720,예측,상승,,0.4,차트,,
212035166,리액션,없음,,0.0,뉴스,예측 없는 리액션,
212117930,예측,상승,2026-03-23,0.6,단순감정,,
212021054,리액션,없음,,0.0,단순감정,예측 없는 리액션,
212002552,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
212006586,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211963674,예측,상승,,0.6,차트,,
211996518,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211985196,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211886242,예측,상승,,0.7,기타,,
211905752,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
211904200,예측,상승,,0.7,단순감정,,
211911158,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211791108,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211892380,예측,하락,,0.3,차트,,
211920896,예측,하락,,0.6,뉴스,,
211921288,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211740530,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
211953222,예측,하락,,0.6,차트,,
212007192,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211993736,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211955572,리액션,없음,,0.0,차트,예측 없는 리액션,
211782414,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211786226,예측,상승,,0.6,차트,,
211970766,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211770844,예측,하락,2026-03-19,0.6,단순감정,,
211735546,예측,상승,,0.6,차트,,
212004374,예측,하락,,0.6,차트,,
211570496,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211428332,리액션,없음,,0.0,차트,예측 없는 리액션,
211501196,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211422330,리액션,없음,,0.0,실적,예측 없는 리액션,
211604966,예측,없음,2026-03-20,0.0,뉴스,예측 없는 리액션,
211725508,예측,상승,,0.7,단순감정,,
211484880,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211376348,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211413912,리액션,없음,,0.0,단순감정,종목과 무관한 잡담,
211402918,리액션,없음,,0.0,차트,예측 없는 리액션,
211419510,리액션,없음,,0.0,차트,예측 없는 순수 질문,
211420806,예측,상승,,0.6,기타,,
211326134,리액션,없음,,0.0,차트,예측 없는 리액션,
211366876,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211257926,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211388460,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211306308,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
211202062,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211250362,예측,상승,,0.6,차트,,
211202754,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
211344208,예측,상승,2026-03-19,0.5,뉴스,,
211308450,예측,상승,,0.5,차트,,
211415678,예측,하락,2026-03-20,0.6,기타,,
211226750,리액션,없음,,0.0,뉴스,예측 없는 리액션,
211245940,리액션,없음,,0.0,기타,예측 없는 리액션,
212008286,예측,상승,2027-01-01,0.6,기타,,
211525978,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
211898130,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
211910380,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211938410,리액션,없음,,0.0,기타,예측 없는 리액션,
211939224,리액션,없음,,0.0,뉴스,예측 없는 순수 질문,
211153774,예측,상승,,0.75,뉴스,,
211181998,예측,하락,,0.6,뉴스,,
210844922,리액션,없음,,0.0,없음,예측 없는 리액션,
211097590,예측,상승,,0.7,단순감정,,
211169742,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211191046,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211152758,예측,상승,,0.5,뉴스,,
210783246,예측,상승,2026-03-18,0.6,차트,,
210856154,예측,상승,,0.6,단순감정,,
210615980,예측,상승,,0.7,차트,,
211077338,리액션,없음,,0.0,단순감정,예측 없는 리액션,
211178342,리액션,없음,,0.0,단순감정,예측 없는 리액션,
210615030,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
210660636,예측,상승,,0.65,뉴스,,
210845072,예측,상승,,0.65,뉴스,,
210638024,리액션,없음,,0.0,없음,예측 없는 순수 질문,
210750412,리액션,없음,,0.0,단순감정,예측 없는 리액션,
210609196,예측,상승,2026-03-18,0.6,차트,,
210554272,리액션,없음,,0.0,단순감정,예측 없는 리액션,
210536558,리액션,없음,,0.0,단순감정,예측 없는 리액션,
210553844,리액션,없음,,0.0,단순감정,예측 없는 리액션,
210547654,리액션,없음,,0.0,단순감정,예측 없는 리액션,
210145956,리액션,없음,,0.0,단순감정,단순 감정·노이즈,
210430824,리액션,없음,,0.0,단순감정,예측 없는 리액션,
